user_id,module_id,user_skill,words_on_slide,time_on_task_sec,interaction_rate,completed,test_score,pre_assessment_score,sim_completed,sim_time_on_task,baseline_retention,sim_retention
212,8,0.221,565,235.2,4,0,,0.3319699841956223,1,211.68,,
213,1,0.091,174,88.4,4,1,0.188,0.13198186569285125,1,88.4,0.0376,0.14100000000000001
213,2,0.091,295,149.8,3,1,0.232,0.06687423453814575,1,149.8,0.046400000000000004,0.17400000000000002
213,3,0.091,557,282.9,5,0,,0.15825737012027313,1,254.60999999999999,,
213,4,0.091,364,184.9,2,1,0.48,0.28098819348952153,0,166.41,0.096,
213,5,0.091,558,283.4,5,0,,0.07773662536174264,0,255.05999999999997,,
213,6,0.091,151,76.7,7,1,0.247,0.0,1,76.7,0.0494,0.18525
213,7,0.091,152,77.2,4,1,0.424,0.20170806692869728,1,77.2,0.0848,0.318
213,8,0.091,523,265.6,1,0,,0.07896188360464017,0,239.04000000000002,,
214,1,0.426,450,145.7,7,0,,0.20873304539859636,1,131.13,,
214,2,0.426,327,105.9,8,1,0.52,0.5107421677150421,1,95.31,0.10400000000000001,0.39
214,3,0.426,519,168.1,6,1,0.488,0.3724671814046077,1,151.29,0.0976,0.366
214,4,0.426,397,128.6,5,0,,0.4169466717695839,1,115.74,,
214,5,0.426,555,179.7,6,0,,0.45919803305690143,1,161.73,,
214,6,0.426,489,158.4,6,0,,0.44504996797790664,1,142.56,,
214,7,0.426,196,63.5,9,1,0.421,0.49694518171390395,1,63.5,0.0842,0.31575
214,8,0.426,453,146.7,3,0,,0.3824513629430156,1,132.03,,
215,1,0.308,313,116.3,7,1,0.278,0.3593105798176083,1,104.67,0.05560000000000001,0.20850000000000002
215,2,0.308,135,50.1,5,1,0.38,0.28204533224160827,1,50.1,0.07600000000000001,0.28500000000000003
215,3,0.308,298,110.7,3,1,0.317,0.3818810480887503,1,110.7,0.0634,0.23775000000000002
215,4,0.308,559,207.6,3,0,,0.36953674840130535,0,186.84,,
215,5,0.308,338,125.5,2,1,0.599,0.21445612979554046,1,112.95,0.1198,0.44925
215,6,0.308,174,64.6,7,1,0.637,0.4165982116175032,1,64.6,0.1274,0.47775
215,7,0.308,338,125.5,3,1,0.489,0.25440365548859517,1,112.95,0.0978,0.36675
215,8,0.308,186,69.1,8,1,0.495,0.3888057798281145,1,69.1,0.099,0.37124999999999997
216,1,0.087,561,286.8,2,0,,0.12372873134013407,0,258.12,,
216,2,0.087,206,105.3,4,1,0.162,0.2708183676795123,1,105.3,0.032400000000000005,0.1215
216,3,0.087,345,176.4,4,1,0.395,0.06465340176281478,1,158.76000000000002,0.07900000000000001,0.29625
216,4,0.087,240,122.7,5,1,0.495,0.052068320388180246,1,122.7,0.099,0.37124999999999997
216,5,0.087,180,92.0,4,1,0.351,0.08505803941122674,1,92.0,0.0702,0.26325
216,6,0.087,225,115.0,6,1,0.192,0.05668202171657245,1,115.0,0.038400000000000004,0.14400000000000002
216,7,0.087,384,196.3,3,0,,0.166994190194205,0,176.67000000000002,,
216,8,0.087,227,116.0,5,1,0.292,0.0,1,116.0,0.0584,0.21899999999999997
217,1,0.32,143,52.3,7,1,0.508,0.2146317580853646,1,52.3,0.10160000000000001,0.381
217,2,0.32,386,141.2,7,1,0.425,0.2132197078420807,0,127.08,0.085,
217,3,0.32,557,203.8,7,0,,0.4150307591973576,0,183.42000000000002,,
217,4,0.32,488,178.6,8,0,,0.49106133725819257,1,160.74,,
217,5,0.32,474,173.4,9,0,,0.3095550781462529,1,156.06,,
217,6,0.32,397,145.3,2,1,0.385,0.30311782768099893,1,130.77,0.07700000000000001,0.28875
217,7,0.32,437,159.9,5,0,,0.3270052163113181,1,143.91,,
217,8,0.32,454,166.1,10,0,,0.4361878302608191,0,149.49,,
218,1,0.172,443,197.6,4,0,,0.07926468658094257,0,177.84,,
218,2,0.172,558,248.9,7,0,,0.1958368982734785,1,224.01000000000002,,
218,3,0.172,244,108.9,3,1,0.406,0.269519762978243,1,108.9,0.08120000000000001,0.3045
218,4,0.172,224,99.9,6,1,0.382,0.2221094169939845,1,99.9,0.07640000000000001,0.2865
218,5,0.172,554,247.2,5,0,,0.19095816165987434,1,222.48,,
218,6,0.172,495,220.8,9,0,,0.2721046092567141,0,198.72000000000003,,
218,7,0.172,465,207.4,4,0,,0.0,1,186.66,,
218,8,0.172,490,218.6,3,0,,0.23978753195309077,0,196.74,,
219,1,0.524,126,36.9,8,1,0.63,0.4585924316872576,1,36.9,0.126,0.47250000000000003
219,2,0.524,548,160.6,5,1,0.662,0.34093671031435435,1,144.54,0.13240000000000002,0.49650000000000005
219,3,0.524,460,134.8,4,0,,0.575120259952498,1,121.32000000000001,,
219,4,0.524,457,133.9,5,0,,0.6613658545162958,1,120.51,,
219,5,0.524,565,165.6,2,0,,0.5102551485372309,1,149.04,,
219,6,0.524,145,42.5,4,1,0.61,0.6192874547202939,1,42.5,0.122,0.4575
219,7,0.524,441,129.2,4,0,,0.6852278257988645,1,116.27999999999999,,
219,8,0.524,391,114.6,8,1,0.561,0.6554914453584048,1,103.14,0.11220000000000002,0.42075000000000007
220,1,0.144,266,123.9,6,1,0.387,0.3079964529371393,1,123.9,0.07740000000000001,0.29025
220,2,0.144,235,109.5,2,1,0.363,0.2182127491071892,1,109.5,0.0726,0.27225
220,3,0.144,112,52.2,3,1,0.473,0.15154336389015927,1,52.2,0.0946,0.35475
220,4,0.144,264,123.0,0,1,0.158,0.0,1,123.0,0.0316,0.1185
220,5,0.144,340,158.4,3,1,0.235,0.11939375118700513,1,142.56,0.047,0.17625
220,6,0.144,337,157.0,2,1,0.452,0.059675340468380814,1,141.3,0.09040000000000001,0.339
220,7,0.144,481,224.0,5,0,,0.36109427174978137,1,201.6,,
220,8,0.144,498,231.9,2,0,,0.12641141875676631,0,208.71,,
221,1,0.437,187,59.9,4,1,0.682,0.44932048067844854,1,59.9,0.13640000000000002,0.5115000000000001
221,2,0.437,142,45.5,6,1,0.583,0.49214853760404675,1,45.5,0.1166,0.43724999999999997
221,3,0.437,471,150.8,1,0,,0.4413602446372454,1,135.72000000000003,,
221,4,0.437,495,158.5,5,0,,0.6065051040430753,1,142.65,,
221,5,0.437,362,115.9,2,0,,0.3747350638265548,1,104.31,,
221,6,0.437,325,104.1,9,0,,0.4564607455237243,1,93.69,,
221,7,0.437,205,65.6,4,1,0.53,0.36275294143019515,1,65.6,0.10600000000000001,0.3975
221,8,0.437,436,139.6,2,1,0.451,0.3049977488779294,0,125.64,0.0902,
222,1,0.562,227,64.1,5,1,0.629,0.5008230909094715,1,64.1,0.1258,0.47175
222,2,0.562,312,88.1,1,0,,0.5582963202951589,1,79.28999999999999,,
222,3,0.562,302,85.3,6,1,0.686,0.5190697775482741,1,76.77,0.13720000000000002,0.5145000000000001
222,4,0.562,468,132.2,4,1,0.762,0.49275790201261443,0,118.97999999999999,0.1524,
222,5,0.562,414,116.9,5,1,0.657,0.42136825363281666,1,105.21000000000001,0.13140000000000002,0.49275
222,6,0.562,171,48.3,2,1,0.865,0.5536894427371306,1,48.3,0.17300000000000001,0.6487499999999999
222,7,0.562,489,138.1,7,0,,0.41152796259689983,1,124.28999999999999,,
222,8,0.562,564,159.3,8,0,,0.6380055963689604,1,143.37,,
223,1,0.204,551,234.8,2,0,,0.21224397529345032,1,211.32000000000002,,
223,2,0.204,124,52.8,4,1,0.423,0.058244850053506936,1,52.8,0.08460000000000001,0.31725
223,3,0.204,537,228.9,6,0,,0.17307909229501364,1,206.01000000000002,,
223,4,0.204,127,54.1,4,1,0.385,0.12878435944094166,1,54.1,0.07700000000000001,0.28875
223,5,0.204,344,146.6,2,1,0.419,0.23591745104191802,0,131.94,0.0838,
223,6,0.204,512,218.2,7,0,,0.33804504460231444,1,196.38,,
223,7,0.204,320,136.4,5,1,0.413,0.016482753035425513,1,122.76,0.0826,0.30974999999999997
223,8,0.204,147,62.7,5,1,0.367,0.2155026079147417,1,62.7,0.0734,0.27525
224,1,0.265,193,75.7,6,1,0.494,0.24898672044333597,1,75.7,0.0988,0.3705
224,2,0.265,395,154.8,5,1,0.347,0.3321340076450466,0,139.32000000000002,0.0694,
224,3,0.265,565,221.5,3,0,,0.2863196628237689,1,199.35,,
224,4,0.265,574,225.0,2,0,,0.18980306682611808,0,202.5,,
224,5,0.265,107,41.9,7,1,0.395,0.23309460643333818,1,41.9,0.07900000000000001,0.29625
224,6,0.265,244,95.7,7,1,0.285,0.18539741431965112,1,95.7,0.056999999999999995,0.21375
224,7,0.265,210,82.3,5,1,0.428,0.3726007138598598,1,82.3,0.08560000000000001,0.321
224,8,0.265,134,52.5,3,1,0.417,0.26713116486719424,1,52.5,0.0834,0.31275
225,1,0.343,383,136.3,5,1,0.308,0.5331190685753008,0,122.67000000000002,0.0616,
225,2,0.343,233,82.9,5,1,0.362,0.33693391861853794,1,82.9,0.0724,0.27149999999999996
225,3,0.343,357,127.0,5,0,,0.27215932330895376,1,114.3,,
225,4,0.343,399,142.0,2,0,,0.1916285607387173,1,127.8,,
225,5,0.343,268,95.4,7,1,0.425,0.16268603237440551,1,95.4,0.085,0.31875
225,6,0.343,352,125.3,3,1,0.449,0.18458640569945103,1,112.77,0.0898,0.33675
225,7,0.343,252,89.7,4,1,0.376,0.36971266510114836,1,89.7,0.0752,0.28200000000000003
225,8,0.343,118,42.0,5,1,0.555,0.3938725023229934,1,42.0,0.11100000000000002,0.41625
226,1,0.308,152,56.4,4,1,0.437,0.14988092979678663,1,56.4,0.0874,0.32775
226,2,0.308,299,111.0,11,1,0.268,0.39750383140761153,1,111.0,0.05360000000000001,0.201
226,3,0.308,388,144.0,5,0,,0.25969389483165606,1,129.6,,
226,4,0.308,183,67.9,5,1,0.531,0.3226793011985549,1,67.9,0.10620000000000002,0.39825
226,5,0.308,509,188.9,3,1,0.468,0.46922206282554246,0,170.01000000000002,0.09360000000000002,
226,6,0.308,593,220.1,1,0,,0.3976839315865532,0,198.09,,
226,7,0.308,436,161.8,4,0,,0.28114693520941675,1,145.62,,
226,8,0.308,267,99.1,12,1,0.561,0.21888077745847123,1,99.1,0.11220000000000002,0.42075000000000007
227,1,0.078,581,301.3,2,0,,0.0,1,271.17,,
227,2,0.078,423,219.4,3,0,,0.006084668075757985,1,197.46,,
227,3,0.078,300,155.6,2,1,0.308,0.05688697611723055,1,155.6,0.0616,0.23099999999999998
227,4,0.078,597,309.6,2,1,0.332,0.0,0,278.64000000000004,0.0664,
227,5,0.078,399,206.9,2,0,,0.06487430329076953,1,186.21,,
227,6,0.078,135,70.0,3,1,0.2,0.08568518829587682,1,70.0,0.04000000000000001,0.15000000000000002
227,7,0.078,265,137.4,1,1,0.308,0.05551440181919214,1,137.4,0.0616,0.23099999999999998
227,8,0.078,295,153.0,3,1,0.345,0.012999741917654017,1,153.0,0.06899999999999999,0.25875
228,1,0.204,554,236.0,7,0,,0.22086546719667274,1,212.4,,
228,2,0.204,234,99.7,3,1,0.322,0.2481940649569409,1,99.7,0.0644,0.2415
228,3,0.204,194,82.6,3,1,0.365,0.09496009225571538,1,82.6,0.073,0.27375
228,4,0.204,176,75.0,1,1,0.296,0.345093237974627,1,75.0,0.0592,0.22199999999999998
228,5,0.204,441,187.9,6,0,,0.19414118677157383,1,169.11,,
228,6,0.204,573,244.1,8,0,,0.20588496229448475,1,219.69,,
228,7,0.204,156,66.5,1,1,0.367,0.2748214423256557,1,66.5,0.0734,0.27525
228,8,0.204,412,175.5,4,0,,0.22732161312635016,1,157.95000000000002,,
229,1,0.468,414,128.4,5,0,,0.5633136633913245,0,115.56,,
229,2,0.468,591,183.2,7,0,,0.49671241652018244,1,164.88,,
229,3,0.468,333,103.2,5,0,,0.4067562625359562,1,92.88000000000001,,
229,4,0.468,142,44.0,4,0,,0.5041503525206101,0,44.0,,
229,5,0.468,541,167.7,6,0,,0.35362737926793386,1,150.93,,
229,6,0.468,208,64.5,7,1,0.676,0.47885597057765233,1,64.5,0.13520000000000001,0.507
229,7,0.468,466,144.5,6,0,,0.464677000935554,1,130.05,,
229,8,0.468,164,50.8,4,1,0.415,0.4471883142727461,1,50.8,0.083,0.31124999999999997
230,1,0.224,261,108.1,3,1,0.337,0.21114624885610694,1,108.1,0.0674,0.25275000000000003
230,2,0.224,544,225.3,1,0,,0.03581509545023609,1,202.77,,
230,3,0.224,518,214.5,7,0,,0.16912750922590386,1,193.05,,
230,4,0.224,257,106.4,4,1,0.285,0.23328449011411148,1,106.4,0.056999999999999995,0.21375
230,5,0.224,495,205.0,2,0,,0.23998563919974003,0,184.5,,
230,6,0.224,208,86.1,1,1,0.362,0.12123248590740418,1,86.1,0.0724,0.27149999999999996
230,7,0.224,522,216.2,2,0,,0.3505707840864701,1,194.57999999999998,,
230,8,0.224,160,66.3,2,1,0.54,0.1373825151785499,1,66.3,0.10800000000000001,0.405
231,1,0.564,138,38.9,4,1,0.507,0.6609457200526736,1,38.9,0.1014,0.38025
231,2,0.564,269,75.8,8,1,0.694,0.6067194361871684,1,75.8,0.1388,0.5205
231,3,0.564,177,49.9,8,1,0.622,0.49937726901561963,1,49.9,0.12440000000000001,0.4665
231,4,0.564,560,157.9,8,0,,0.7415310892609511,1,142.11,,
231,5,0.564,356,100.4,5,1,0.787,0.44463631682435195,1,90.36000000000001,0.1574,0.59025
231,6,0.564,244,68.8,6,1,0.58,0.6559154173610001,1,68.8,0.11599999999999999,0.43499999999999994
231,7,0.564,358,100.9,6,1,0.653,0.6640582318042978,1,90.81,0.13060000000000002,0.48975
231,8,0.564,216,60.9,7,1,0.74,0.49693797909233545,1,60.9,0.148,0.5549999999999999
232,1,0.458,442,138.4,6,0,,0.5972465300064329,0,124.56,,
232,2,0.458,134,41.9,4,1,0.68,0.43299534854010474,1,41.9,0.136,0.51
232,3,0.458,576,180.3,1,0,,0.4868693629279857,1,162.27,,
232,4,0.458,407,127.4,4,1,0.522,0.4840321838771221,1,114.66000000000001,0.1044,0.3915
232,5,0.458,425,133.0,7,0,,0.4445691258529452,1,119.7,,
232,6,0.458,479,149.9,5,0,,0.5390808273159782,1,134.91,,
232,7,0.458,198,62.0,3,1,0.726,0.5373488720552213,1,62.0,0.1452,0.5445
232,8,0.458,530,165.9,4,0,,0.2831468026761819,1,149.31,,
233,1,0.229,441,181.5,5,1,0.317,0.35943402428781523,1,163.35,0.0634,0.23775000000000002
233,2,0.229,579,238.4,7,0,,0.06275080119643256,1,214.56,,
233,3,0.229,261,107.4,3,1,0.475,0.33225462043416576,1,107.4,0.095,0.35624999999999996
233,4,0.229,140,57.6,3,1,0.277,0.34167051368275836,1,57.6,0.055400000000000005,0.20775000000000002
233,5,0.229,124,51.0,5,1,0.256,0.11990335697848017,1,51.0,0.0512,0.192
233,6,0.229,146,60.1,3,1,0.204,0.18791857120454153,1,60.1,0.0408,0.153
233,7,0.229,429,176.6,5,0,,0.11842953315140643,1,158.94,,
233,8,0.229,220,90.6,4,1,0.283,0.20750789697112648,1,90.6,0.0566,0.21225
234,1,0.194,483,208.7,0,0,,0.16319657158142586,1,187.82999999999998,,
234,2,0.194,125,54.0,4,0,,0.271966053226934,0,54.0,,
234,3,0.194,283,122.3,7,1,0.235,0.32503087461196084,1,122.3,0.047,0.17625
234,4,0.194,342,147.8,3,0,,0.3335683810789956,0,133.02,,
234,5,0.194,266,115.0,3,1,0.49,0.1377831973421698,1,115.0,0.098,0.3675
234,6,0.194,424,183.2,4,0,,0.17307781262554722,1,164.88,,
234,7,0.194,270,116.7,5,0,,0.025656180777904963,0,116.7,,
234,8,0.194,251,108.5,7,1,0.428,0.11341299335038113,1,108.5,0.08560000000000001,0.321
235,1,0.114,385,188.1,0,1,0.323,0.21048516330974576,0,169.29,0.0646,
235,2,0.114,137,66.9,6,1,0.36,0.27555828235482316,1,66.9,0.072,0.27
235,3,0.114,355,173.4,2,1,0.457,0.0,1,156.06,0.09140000000000001,0.34275
235,4,0.114,538,262.8,5,0,,0.05475357408471058,0,236.52,,
235,5,0.114,337,164.6,4,1,0.158,0.11135942430410731,1,148.14,0.0316,0.1185
235,6,0.114,190,92.8,2,1,0.313,0.14201611588196067,1,92.8,0.0626,0.23475000000000001
235,7,0.114,106,51.8,5,1,0.303,0.03303964800783539,1,51.8,0.0606,0.22725
235,8,0.114,237,115.8,2,1,0.217,0.15640610444640898,1,115.8,0.0434,0.16275
236,1,0.119,165,80.0,4,1,0.241,0.07161606529290837,1,80.0,0.0482,0.18075
236,2,0.119,306,148.3,5,1,0.233,0.11755477291217209,0,133.47000000000003,0.0466,
236,3,0.119,380,184.2,2,1,0.324,0.17362842480036994,1,165.78,0.06480000000000001,0.243
236,4,0.119,408,197.8,2,1,0.112,0.11964222698109378,1,178.02,0.022400000000000003,0.084
236,5,0.119,480,232.7,2,0,,0.07536141094734314,1,209.43,,
236,6,0.119,544,263.7,2,0,,0.10803901960741691,1,237.32999999999998,,
236,7,0.119,485,235.1,3,0,,0.11016370407946646,0,211.59,,
236,8,0.119,188,91.1,2,1,0.226,0.08199889701178723,1,91.1,0.045200000000000004,0.1695
237,1,0.224,599,248.1,6,0,,0.19812039373328977,1,223.29,,
237,2,0.224,105,43.5,4,1,0.415,0.3838647170504717,1,43.5,0.083,0.31124999999999997
237,3,0.224,431,178.5,2,0,,0.28009194479412386,1,160.65,,
237,4,0.224,231,95.7,6,0,,0.19445196819708396,0,95.7,,
237,5,0.224,239,99.0,5,1,0.385,0.29369544045107354,1,99.0,0.07700000000000001,0.28875
237,6,0.224,247,102.3,1,1,0.457,0.190618051024399,1,102.3,0.09140000000000001,0.34275
237,7,0.224,583,241.5,4,0,,0.34131246375866414,1,217.35,,
237,8,0.224,391,161.9,1,1,0.237,0.2609642192198094,0,145.71,0.0474,
238,1,0.175,175,77.8,3,1,0.461,0.1642697855995771,1,77.8,0.0922,0.34575
238,2,0.175,487,216.5,5,0,,0.21977169258102774,1,194.85,,
238,3,0.175,504,224.1,0,0,,0.01791238479315005,0,201.69,,
238,4,0.175,318,141.4,3,1,0.429,0.062323253109019455,0,127.26,0.0858,
238,5,0.175,368,163.6,2,0,,0.055607499360094445,1,147.24,,
238,6,0.175,553,245.8,2,0,,0.18929430947637066,1,221.22000000000003,,
238,7,0.175,374,166.3,2,0,,0.3482514999485092,1,149.67000000000002,,
238,8,0.175,314,139.6,5,1,0.376,0.39813001461926323,0,125.64,0.0752,
239,1,0.238,289,117.5,1,1,0.592,0.30180511014407574,1,117.5,0.1184,0.44399999999999995
239,2,0.238,542,220.3,2,0,,0.2880844474944457,1,198.27,,
239,3,0.238,396,161.0,3,0,,0.057894226584726094,1,144.9,,
239,4,0.238,249,101.2,1,1,0.288,0.18373262002659782,1,101.2,0.0576,0.21599999999999997
239,5,0.238,260,105.7,5,1,0.492,0.1592216248091761,1,105.7,0.0984,0.369
239,6,0.238,175,71.1,5,1,0.321,0.17591524017488838,1,71.1,0.06420000000000001,0.24075000000000002
239,7,0.238,534,217.0,2,0,,0.22118561814152102,0,195.3,,
239,8,0.238,339,137.8,5,1,0.58,0.19079094223028725,1,124.02000000000001,0.11599999999999999,0.43499999999999994
240,1,0.438,502,160.6,3,0,,0.24007001896242122,1,144.54,,
240,2,0.438,560,179.1,5,0,,0.5127910256117534,1,161.19,,
240,3,0.438,113,36.1,1,1,0.615,0.3307256974260193,1,36.1,0.123,0.46125
240,4,0.438,325,104.0,7,0,,0.46192468641111495,1,93.60000000000001,,
240,5,0.438,262,83.8,10,1,0.56,0.6454082669749974,1,83.8,0.11200000000000002,0.42000000000000004
240,6,0.438,129,41.3,4,1,0.571,0.34606154084135765,1,41.3,0.1142,0.42824999999999996
240,7,0.438,279,89.2,9,1,0.559,0.184971247725367,1,89.2,0.11180000000000001,0.41925
240,8,0.438,345,110.3,1,1,0.603,0.40939957781198894,1,99.27,0.1206,0.45225
241,1,0.305,282,105.1,7,1,0.382,0.4150959634998571,1,105.1,0.07640000000000001,0.2865
241,2,0.305,566,210.9,2,0,,0.5008347454220594,1,189.81,,
241,3,0.305,529,197.1,3,0,,0.1820450405547583,0,177.39,,
241,4,0.305,289,107.7,6,1,0.425,0.3546699223236522,1,107.7,0.085,0.31875
241,5,0.305,386,143.8,5,0,,0.2584689543219947,1,129.42000000000002,,
241,6,0.305,229,85.3,1,1,0.581,0.29440516456958643,1,85.3,0.1162,0.43574999999999997
241,7,0.305,229,85.3,6,1,0.499,0.5694343347017035,1,85.3,0.0998,0.37424999999999997
241,8,0.305,554,206.4,6,0,,0.15470296716048465,0,185.76000000000002,,
242,1,0.411,126,41.5,10,1,0.605,0.43637396614945734,1,41.5,0.121,0.45375
242,2,0.411,261,85.9,8,1,0.645,0.4577693171765433,1,85.9,0.129,0.48375
242,3,0.411,459,151.2,5,0,,0.5195786324939347,1,136.07999999999998,,
242,4,0.411,180,59.3,3,1,0.573,0.4207983153470895,1,59.3,0.1146,0.42974999999999997
242,5,0.411,473,155.8,4,0,,0.4418050539504102,1,140.22000000000003,,
242,6,0.411,293,96.5,5,1,0.643,0.37183514325782085,1,96.5,0.12860000000000002,0.48225
242,7,0.411,327,107.7,8,0,,0.4379126941245107,1,96.93,,
242,8,0.411,218,71.8,2,1,0.487,0.37668077245025894,1,71.8,0.0974,0.36524999999999996
243,1,0.238,589,239.3,3,0,,0.30015718898560506,1,215.37,,
243,2,0.238,417,169.4,5,1,0.416,0.2010389663956366,0,152.46,0.0832,
243,3,0.238,278,112.9,4,1,0.465,0.27571003939021865,1,112.9,0.09300000000000001,0.34875
243,4,0.238,247,100.4,6,1,0.342,0.23507371863150214,1,100.4,0.0684,0.2565
243,5,0.238,332,134.9,9,1,0.471,0.3506050250772168,0,121.41000000000001,0.0942,
243,6,0.238,422,171.4,1,0,,0.23286062764115137,1,154.26000000000002,,
243,7,0.238,194,78.8,4,1,0.254,0.060696753179311835,1,78.8,0.050800000000000005,0.1905
243,8,0.238,478,194.2,4,0,,0.36419215007139916,1,174.78,,
244,1,0.306,546,203.3,2,0,,0.2154267699137381,1,182.97000000000003,,
244,2,0.306,230,85.7,4,1,0.43,0.240623366135118,1,85.7,0.08600000000000001,0.3225
244,3,0.306,386,143.8,6,1,0.512,0.24643387059565078,1,129.42000000000002,0.1024,0.384
244,4,0.306,555,206.7,4,0,,0.4434438093170817,1,186.03,,
244,5,0.306,395,147.1,4,0,,0.09243257860213044,1,132.39,,
244,6,0.306,393,146.4,3,1,0.293,0.6197748533659995,1,131.76000000000002,0.0586,0.21975
244,7,0.306,285,106.1,7,1,0.35,0.4116056809066052,1,106.1,0.06999999999999999,0.26249999999999996
244,8,0.306,380,141.5,4,0,,0.32832389141291596,1,127.35000000000001,,
245,1,0.224,470,194.7,1,0,,0.21851059993837135,0,175.23,,
245,2,0.224,369,152.8,3,0,,0.2525554074857657,0,137.52,,
245,3,0.224,495,205.0,8,0,,0.27611224283793384,1,184.5,,
245,4,0.224,569,235.7,5,0,,0.2885215585950057,0,212.13,,
245,5,0.224,337,139.6,7,1,0.241,0.27956044660034485,1,125.64,0.0482,0.18075
245,6,0.224,336,139.2,5,1,0.304,0.2329580681255249,1,125.27999999999999,0.0608,0.22799999999999998
245,7,0.224,103,42.7,2,1,0.646,0.2042661579692674,1,42.7,0.1292,0.48450000000000004
245,8,0.224,395,163.6,4,1,0.407,0.20887267163464884,1,147.24,0.0814,0.30524999999999997
246,1,0.228,116,47.8,7,1,0.422,0.2085091719647319,1,47.8,0.0844,0.3165
246,2,0.228,211,86.9,7,1,0.443,0.3413770096867065,1,86.9,0.08860000000000001,0.33225
246,3,0.228,176,72.5,6,1,0.337,0.2873556722280862,1,72.5,0.0674,0.25275000000000003
246,4,0.228,131,54.0,2,1,0.42,0.0,1,54.0,0.084,0.315
246,5,0.228,467,192.4,2,0,,0.2935900776529761,1,173.16,,
246,6,0.228,590,243.0,7,1,0.41,0.2474736194718775,1,218.70000000000002,0.082,0.3075
246,7,0.228,388,159.8,4,1,0.434,0.22612912435541027,0,143.82000000000002,0.0868,
246,8,0.228,595,245.1,7,0,,0.18914815469111143,0,220.59,,
247,1,0.601,305,83.1,8,1,0.577,0.7134112719986013,1,74.78999999999999,0.1154,0.43274999999999997
247,2,0.601,277,75.5,4,1,0.744,0.6957526462122858,1,75.5,0.14880000000000002,0.558
247,3,0.601,219,59.7,2,1,0.714,0.523712233217639,1,59.7,0.1428,0.5355
247,4,0.601,253,68.9,2,1,0.595,0.6417052287124535,1,68.9,0.119,0.44625
247,5,0.601,106,28.9,5,1,0.848,0.5038343265458713,1,28.9,0.1696,0.636
247,6,0.601,332,90.4,7,1,0.7,0.4630381835211069,1,81.36000000000001,0.13999999999999999,0.5249999999999999
247,7,0.601,211,57.5,1,1,0.572,0.5383282775410034,1,57.5,0.1144,0.42899999999999994
247,8,0.601,538,146.5,6,0,,0.6872393472382758,1,131.85,,
248,1,0.186,108,47.2,4,1,0.642,0.2813125045376087,1,47.2,0.12840000000000001,0.48150000000000004
248,2,0.186,517,226.1,6,0,,0.23730854200972928,1,203.49,,
248,3,0.186,433,189.3,6,1,0.476,0.25850957868479973,0,170.37,0.0952,
248,4,0.186,227,99.3,6,1,0.234,0.23761782871149584,1,99.3,0.04680000000000001,0.17550000000000002
248,5,0.186,130,56.8,6,1,0.265,0.12185184047770477,1,56.8,0.053000000000000005,0.19875
248,6,0.186,122,53.3,4,1,0.268,0.22919225446739405,1,53.3,0.05360000000000001,0.201
248,7,0.186,287,125.5,4,1,0.447,0.2660409525227682,1,125.5,0.08940000000000001,0.33525
248,8,0.186,384,167.9,3,1,0.469,0.26142913298135745,1,151.11,0.0938,0.35175
249,1,0.332,209,75.3,6,1,0.377,0.4508913371474643,1,75.3,0.07540000000000001,0.28275
249,2,0.332,276,99.5,4,1,0.51,0.4028303847201064,1,99.5,0.10200000000000001,0.3825
249,3,0.332,444,160.1,3,0,,0.36714482075415833,1,144.09,,
249,4,0.332,452,162.9,3,0,,0.43901502383164276,1,146.61,,
249,5,0.332,126,45.4,2,1,0.468,0.329347874075094,1,45.4,0.09360000000000002,0.35100000000000003
249,6,0.332,487,175.6,7,0,,0.24381253487722823,1,158.04,,
249,7,0.332,279,100.6,9,1,0.487,0.31569330360562364,1,100.6,0.0974,0.36524999999999996
249,8,0.332,352,126.9,3,1,0.499,0.2575097355193551,1,114.21000000000001,0.0998,0.37424999999999997
250,1,0.154,528,242.4,3,0,,0.08648217250256184,0,218.16,,
250,2,0.154,234,107.4,2,1,0.214,0.13954813292844823,1,107.4,0.042800000000000005,0.1605
250,3,0.154,313,143.7,6,1,0.538,0.07475800790000386,1,129.32999999999998,0.10760000000000002,0.4035
250,4,0.154,439,201.5,3,1,0.416,0.12320384703609596,1,181.35,0.0832,0.312
250,5,0.154,299,137.2,5,1,0.424,0.0,1,137.2,0.0848,0.318
250,6,0.154,131,60.1,0,1,0.188,0.17532937073729385,1,60.1,0.0376,0.14100000000000001
250,7,0.154,162,74.4,4,1,0.205,0.15412054753622242,1,74.4,0.041,0.15375
250,8,0.154,411,188.7,4,0,,0.07229113689318092,1,169.82999999999998,,
251,1,0.59,294,80.9,3,1,0.85,0.6559245668432405,1,80.9,0.17,0.6375
251,2,0.59,204,56.2,6,1,0.633,0.6837570137626559,1,56.2,0.12660000000000002,0.47475
251,3,0.59,198,54.5,5,1,0.816,0.42924401356310254,1,54.5,0.1632,0.612
251,4,0.59,478,131.6,5,0,,0.5137275221433786,1,118.44,,
251,5,0.59,391,107.7,5,1,0.569,0.5130857650212701,1,96.93,0.1138,0.42674999999999996
251,6,0.59,537,147.9,6,1,0.744,0.4960096898891135,1,133.11,0.14880000000000002,0.558
251,7,0.59,557,153.4,10,0,,0.6729474841931748,1,138.06,,
251,8,0.59,184,50.7,9,1,0.614,0.5706173861227196,1,50.7,0.1228,0.4605
